,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
2197,Part-Time,Zone C,Temporary,Sales,Wireline Construction,AL,Supervisor,Male,12964,Other,Single,,1
1643,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Operator,Female,38800,White,Divorced,,1
2519,Contract,Zone A,Full-Time,Production       ,Splicing,MA,Technician,Male,8439,Black,Divorced,,1
2381,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,MA,Engineer,Female,35224,Asian,Divorced,,1
1119,Part-Time,Zone B,Part-Time,Production       ,Splicing,MA,Construction Manager,Female,61239,Hispanic,Widowed,,1
2684,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Female,71638,Other,Divorced,66.49,1
1000,Full-Time,Zone A,Part-Time,Production       ,Engineers,MA,Project Manager,Male,96208,Asian,Divorced,71.32,1
167,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,72888,Black,Married,,1
68,Part-Time,Zone B,Temporary,Sales,Wireline Construction,IN,Laborer,Male,1115,Other,Married,,1
1558,Contract,Zone B,Temporary,Production       ,General - Con,MA,Lineman,Female,88359,White,Widowed,61.31,1
2672,Full-Time,Zone A,Temporary,Production       ,Fielders,MA,Engineer,Male,44977,Black,Divorced,59.89,1
2112,Part-Time,Zone B,Temporary,IT/IS,Wireline Construction,MA,Foreman,Male,17448,Black,Married,71.73,1
46,Part-Time,Zone A,Temporary,Sales,Shop (Fleet),CO,Manager,Male,33379,Hispanic,Widowed,74.98,1
833,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,MA,Manager,Female,75748,Asian,Married,,1
1486,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Lineman,Male,70057,White,Married,,0
126,Contract,Zone C,Temporary,Sales,Field Operations,CO,Foreman,Male,50379,Black,Divorced,75.49,1
545,Part-Time,Zone B,Part-Time,IT/IS,General - Con,TX,Foreman,Female,21727,Black,Divorced,69.49,1
852,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Technician,Female,29507,White,Married,,0
1033,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Foreman,Male,14170,Other,Divorced,,1
23,Contract,Zone C,Temporary,Sales,Field Operations,CO,Operator,Male,11765,Other,Single,30.15,1
834,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Female,87591,Hispanic,Married,,1
2507,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Male,63659,Asian,Widowed,,1
1314,Contract,Zone A,Temporary,Production       ,General - Eng,MA,Drafter,Female,2125,Asian,Single,43.17,1
1087,Contract,Zone C,Part-Time,Production       ,Splicing,MA,Manager,Male,22316,Hispanic,Widowed,41.64,1
1720,Contract,Zone B,Temporary,Production       ,Aerial,MA,Lineman,Female,80599,Hispanic,Divorced,43.56,1
407,Contract,Zone C,Part-Time,Executive Office,Field Operations,MA,Technician,Male,40039,Hispanic,Married,63.15,1
2136,Contract,Zone B,Temporary,IT/IS,Fielders,MA,Engineer,Male,73171,Other,Widowed,,1
2212,Part-Time,Zone C,Temporary,Sales,Project Management - Con,AZ,Manager,Male,56991,Asian,Married,,1
2363,Contract,Zone B,Part-Time,Production       ,Catv,MA,Laborer,Male,64694,Hispanic,Widowed,65.4,1
1228,Part-Time,Zone A,Temporary,IT/IS,Wireline Construction,MA,Project Manager,Male,3563,Black,Married,82.98,1
1782,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,MA,Groundman,Male,2170,Black,Widowed,,1
908,Contract,Zone A,Full-Time,Software Engineering,General - Con,MA,Technician,Female,27425,White,Divorced,,1
1970,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,90692,Other,Widowed,,1
460,Contract,Zone B,Temporary,IT/IS,General - Con,CT,Flagger,Male,54502,White,Divorced,,0
1091,Full-Time,Zone B,Temporary,Production       ,Fielders,MA,Engineer,Male,35960,White,Divorced,,0
1807,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,MA,Laborer,Female,87474,Black,Married,,1
2750,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Coordinator,Female,48294,Asian,Single,,0
1667,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Groundman,Female,67210,Black,Married,60.08,1
795,Contract,Zone A,Part-Time,Production       ,People Services,MA,Recruiting,Female,31362,Asian,Widowed,,0
1051,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Locator,Female,35244,Other,Divorced,,1
2598,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Technician,Female,10677,Black,Married,,1
2247,Part-Time,Zone A,Part-Time,Sales,Fielders,AZ,Engineer,Male,31528,White,Widowed,,1
2931,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Male,67062,Black,Divorced,,0
653,Part-Time,Zone C,Full-Time,Software Engineering,Fielders,MA,Engineer,Male,17976,Black,Widowed,36.73,1
590,Full-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Laborer,Female,97374,Black,Single,77.66,1
1056,Full-Time,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Shop,Female,74813,Hispanic,Single,,1
582,Part-Time,Zone C,Temporary,Software Engineering,General - Con,MA,Model Assistant,Female,2132,Other,Single,38.0,1
1280,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,MA,Clerk,Male,93935,Asian,Married,,1
838,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Male,39841,Black,Widowed,,0
1236,Full-Time,Zone C,Full-Time,IT/IS,Aerial,MA,Lineman,Female,32063,Asian,Widowed,,0
1303,Full-Time,Zone B,Part-Time,Production       ,General - Eng,MA,Technician,Female,2359,White,Divorced,48.24,1
1961,Contract,Zone C,Temporary,Production       ,Fielders,MA,Engineer,Male,94290,Other,Single,,1
1819,Contract,Zone B,Part-Time,IT/IS,Field Operations,MA,Technician,Male,7728,White,Divorced,,1
2055,Contract,Zone C,Full-Time,IT/IS,Isp,MA,Manager,Male,1886,Black,Married,,1
47,Full-Time,Zone A,Temporary,Sales,Catv,CO,Laborer,Male,34481,Other,Divorced,,1
2801,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Technician,Male,8223,Hispanic,Single,78.83,0
1815,Full-Time,Zone C,Temporary,IT/IS,Field Operations,MA,Runner,Female,48114,Hispanic,Married,,1
2731,Part-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Director,Female,35824,Hispanic,Divorced,,1
2626,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Lineman,Female,34734,Asian,Widowed,66.75,1
2872,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,MA,Supervisor,Male,51576,White,Widowed,49.24,1
2905,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Driver,Female,34868,Other,Widowed,63.58,1
2054,Full-Time,Zone A,Part-Time,IT/IS,Aerial,MA,Lineman,Male,2481,Black,Divorced,27.82,1
1696,Contract,Zone B,Temporary,Production       ,Catv,MA,Project Manager,Female,96364,White,Widowed,45.08,1
1422,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Project Manager,Female,31815,Hispanic,Divorced,,1
725,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Female,36242,Other,Divorced,61.89,1
2932,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,30982,Hispanic,Married,44.42,1
1274,Contract,Zone A,Full-Time,IT/IS,Project Management - Con,MA,Flagger,Male,36731,Other,Single,70.56,1
2108,Contract,Zone B,Part-Time,Sales,Field Operations,MA,Engineer,Male,6563,Other,Single,,1
103,Full-Time,Zone B,Part-Time,Sales,Field Operations,CA,Tower Hand,Female,62321,Black,Widowed,,1
2431,Full-Time,Zone C,Temporary,Production       ,Engineers,MA,Engineer,Male,22983,Other,Married,,1
689,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Clerk,Male,50055,White,Divorced,40.23,0
1697,Contract,Zone B,Temporary,Production       ,Wireline Construction,MA,Laborer,Female,42707,White,Single,74.32,0
2378,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Driver,Male,19835,White,Widowed,,1
2293,Contract,Zone A,Temporary,Sales,Field Operations,NC,Top Hand,Female,26500,Asian,Widowed,,1
99,Full-Time,Zone B,Full-Time,Sales,General - Con,TX,Foreman,Male,28282,White,Widowed,,1
816,Contract,Zone A,Temporary,Production       ,General - Con,MA,Manager,Female,11657,White,Widowed,45.5,1
906,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Laborer,Male,74486,Black,Divorced,,1
1114,Part-Time,Zone C,Full-Time,Production       ,General - Sga,MA,Assistant,Female,7598,Black,Widowed,,1
299,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Lineman,Female,36688,Other,Married,,1
2422,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Technician,Male,4583,Hispanic,Single,,1
2159,Full-Time,Zone B,Temporary,Sales,Field Operations,NC,Laborer,Male,27229,Asian,Divorced,,1
657,Contract,Zone C,Part-Time,Software Engineering,Executive,MA,Administrator,Male,76615,White,Single,35.07,1
426,Full-Time,Zone A,Temporary,IT/IS,General - Con,MA,Operator,Female,56198,Asian,Single,,0
625,Contract,Zone B,Part-Time,Software Engineering,General - Con,MA,Foreman,Female,52448,Hispanic,Single,,1
1118,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Female,33362,Hispanic,Married,67.41,1
2770,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Lineman,Female,15469,Hispanic,Divorced,,1
470,Part-Time,Zone A,Part-Time,IT/IS,Aerial,CT,Project Manager,Female,84396,Black,Married,,1
1121,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Male,75761,Asian,Widowed,60.98,1
2604,Contract,Zone B,Temporary,Production       ,Project Management - Con,MA,Supervisor,Male,88435,Asian,Married,,1
1613,Contract,Zone B,Temporary,Production       ,General - Con,MA,Lineman,Female,33621,Other,Divorced,75.72,0
2102,Full-Time,Zone B,Part-Time,Software Engineering,Underground,MA,Operator,Female,53709,Other,Single,,1
2856,Contract,Zone B,Part-Time,Production       ,Wireline Construction,MA,Lineman,Female,16989,Hispanic,Married,,1
713,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Female,53486,Black,Single,36.15,1
963,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Lineman,Male,2108,Asian,Married,,1
1935,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Construction Manager,Female,97050,Asian,Married,50.58,1
500,Contract,Zone C,Temporary,Executive Office,Aerial,MA,Lineman,Male,50639,Other,Single,42.06,1
2407,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Female,95191,Asian,Divorced,,1
2762,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Project Manager,Female,46851,Asian,Married,,1
2327,Full-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Male,2109,Other,Married,47.66,1
2301,Full-Time,Zone B,Full-Time,Sales,Splicing,WA,Foreman,Male,16416,Hispanic,Single,68.48,1
1363,Part-Time,Zone B,Part-Time,Production       ,Aerial,MA,Lineman,Female,54589,Asian,Divorced,68.33,1
1565,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Female,74114,White,Divorced,,1
811,Part-Time,Zone B,Part-Time,Production       ,Engineers,MA,Engineer,Female,31462,Other,Single,56.06,0
839,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Manager,Male,46871,Hispanic,Divorced,53.75,0
528,Contract,Zone C,Full-Time,IT/IS,Project Management - Con,MA,Coordinator,Female,31207,Hispanic,Married,,1
697,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Technician,Female,80817,Other,Married,,1
973,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,2128,White,Divorced,69.83,1
2106,Full-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Technician,Male,53235,White,Divorced,,1
1501,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Female,89914,Hispanic,Widowed,,1
1979,Part-Time,Zone B,Part-Time,Production       ,Engineers,MA,Technician,Male,73530,Black,Widowed,,1
1488,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,25099,Asian,Divorced,,0
345,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Engineer,Female,58535,Asian,Divorced,58.67,1
2434,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Technician,Male,31403,White,Widowed,,1
1742,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Flagger,Female,81396,Black,Widowed,,1
65,Full-Time,Zone C,Full-Time,Sales,General - Con,CO,Clerk,Male,31676,Asian,Married,31.42,1
1246,Part-Time,Zone C,Full-Time,IT/IS,General - Con,MA,Laborer,Female,74874,Other,Widowed,74.48,1
1346,Part-Time,Zone B,Temporary,Production       ,General - Eng,MA,Administrative,Male,25699,Black,Married,,1
1769,Full-Time,Zone A,Full-Time,Production       ,Underground,MA,Operator,Male,15989,White,Single,,0
2616,Contract,Zone C,Full-Time,Production       ,Catv,MA,Supervisor,Male,48124,Black,Widowed,61.58,1
1744,Full-Time,Zone A,Part-Time,Production       ,Executive,MA,Executive Assistant,Female,34460,Hispanic,Married,32.16,1
2950,Part-Time,Zone A,Temporary,Production       ,Splicing,MA,Foreman,Female,52336,Asian,Widowed,35.56,1
216,Full-Time,Zone A,Full-Time,Production       ,Catv,MA,Laborer,Male,9287,Asian,Single,,1
2379,Full-Time,Zone A,Part-Time,Production       ,Catv,MA,Supervisor,Female,47920,Asian,Divorced,,1
2979,Contract,Zone C,Temporary,Production       ,Finance & Accounting,MA,Administration,Female,24805,Other,Single,,0
2448,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Administrative,Female,60773,Black,Divorced,43.82,1
2306,Contract,Zone A,Temporary,Sales,General - Sga,AZ,Administrator,Male,53746,Black,Single,28.67,1
1838,Contract,Zone C,Part-Time,IT/IS,Field Operations,MA,Construction Manager,Female,87370,Hispanic,Single,,1
2658,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Operator,Female,21299,Asian,Single,61.75,1
1032,Contract,Zone C,Temporary,Production       ,Engineers,MA,Technician,Male,46927,Black,Single,78.07,1
2458,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Groundman,Male,61247,Asian,Single,,0
1767,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Female,57434,Other,Widowed,,1
2441,Full-Time,Zone A,Temporary,Production       ,Executive,MA,Vp,Male,64530,Black,Married,,1
1038,Part-Time,Zone A,Full-Time,Production       ,Technology / It,MA,Analyst,Female,7717,Other,Single,,1
2983,Contract,Zone C,Temporary,Production       ,People Services,MA,Manager,Male,41572,Hispanic,Widowed,44.49,1
191,Part-Time,Zone B,Temporary,Production       ,Splicing,MA,Splicer,Male,13186,Black,Married,80.66,1
2910,Full-Time,Zone A,Part-Time,Production       ,Engineers,MA,Project Manager,Female,12948,Black,Single,,1
1240,Full-Time,Zone A,Full-Time,Admin Offices,Splicing,MA,Splicer,Male,62112,Black,Widowed,,1
714,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Locator,Female,73898,Black,Divorced,,1
2021,Full-Time,Zone C,Part-Time,Production       ,General - Eng,MA,Specialist,Female,43686,Asian,Single,,0
2139,Full-Time,Zone B,Full-Time,Software Engineering,General - Con,MA,Coordinator,Male,69590,Other,Married,,1
2686,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Coordinator,Female,96092,White,Divorced,43.9,1
427,Part-Time,Zone B,Temporary,Executive Office,Technology / It,MA,Manager,Male,72343,Black,Single,,1
1632,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Laborer,Female,7499,White,Married,,0
1010,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Manager,Male,13357,Asian,Single,,1
319,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Mechanic,Male,68039,Black,Widowed,,1
1873,Full-Time,Zone A,Full-Time,Production       ,Underground,MA,Laborer,Female,37470,Black,Single,77.73,1
2640,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,50527,Hispanic,Single,,1
2203,Part-Time,Zone B,Full-Time,Sales,Field Operations,ID,Laborer,Male,34069,Asian,Widowed,30.73,1
1626,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Engineer,Female,34501,White,Divorced,35.33,1
2550,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),MA,Supervisor,Male,1890,Black,Divorced,37.22,1
42,Contract,Zone B,Full-Time,Sales,Field Operations,TX,Driver,Female,81905,Asian,Divorced,,0
2444,Contract,Zone A,Part-Time,Production       ,Catv,MA,Project Manager,Male,46150,Hispanic,Divorced,,1
810,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),MA,Engineer,Female,1223,Black,Divorced,,0
955,Full-Time,Zone B,Part-Time,Admin Offices,Field Operations,MA,Supervisor,Female,27614,White,Widowed,,1
1156,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,MA,Coordinator,Female,60634,Other,Widowed,51.98,0
352,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),MA,Technician,Female,60533,Other,Divorced,,0
1947,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Laborer,Female,51977,Asian,Divorced,62.32,1
2530,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Foreman,Male,58080,Hispanic,Single,,1
2506,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,MA,Laborer,Male,52150,White,Single,,1
1786,Part-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),MA,Shop,Female,8415,Asian,Married,59.82,1
1357,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Technician,Female,14325,Other,Divorced,,1
597,Contract,Zone A,Part-Time,Software Engineering,Fielders,MA,Coordinator,Female,91332,Other,Divorced,,1
340,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Laborer,Female,46087,Black,Divorced,31.5,0
1389,Contract,Zone A,Temporary,Production       ,General - Con,MA,Supervisor,Female,83618,Other,Single,73.24,1
1923,Part-Time,Zone A,Temporary,Executive Office,Wireline Construction,MA,Laborer,Male,59836,Black,Divorced,,1
1522,Contract,Zone A,Part-Time,Sales,Field Operations,PA,Technician,Female,63764,Hispanic,Divorced,74.75,1
2257,Full-Time,Zone C,Part-Time,Sales,General - Sga,MA,Manager,Female,60915,White,Widowed,41.48,1
2006,Contract,Zone C,Temporary,Production       ,Engineers,MA,Project Manager,Male,28492,White,Widowed,,1
2218,Contract,Zone C,Temporary,Sales,Wireline Construction,TN,Manager,Male,22815,Asian,Married,,1
705,Contract,Zone B,Full-Time,Production       ,Aerial,MA,Laborer,Female,88428,Hispanic,Widowed,61.73,0
2853,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Manager,Male,59596,Other,Divorced,41.32,0
406,Full-Time,Zone A,Part-Time,Executive Office,Field Operations,MA,Top Hand,Male,21738,Asian,Single,71.07,1
1179,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Female,33304,White,Divorced,80.58,1
2198,Full-Time,Zone B,Full-Time,Sales,Splicing,TN,Driller,Male,88783,Asian,Divorced,81.31,1
400,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,MA,Engineer,Male,79707,Asian,Widowed,,1
1203,Contract,Zone C,Temporary,IT/IS,General - Con,MA,Foreman,Female,13058,Other,Single,80.67,0
1426,Contract,Zone B,Temporary,Production       ,Wireline Construction,MA,Lineman,Female,26452,Other,Divorced,,1
1405,Contract,Zone A,Part-Time,Production       ,Engineers,MA,Engineer,Female,70743,White,Married,68.99,1
2515,Full-Time,Zone C,Part-Time,Production       ,General - Sga,MA,Technician,Female,21328,Black,Widowed,75.99,1
2427,Part-Time,Zone A,Full-Time,Production       ,Executive,MA,Executive,Female,76409,Hispanic,Married,,1
2351,Part-Time,Zone C,Temporary,Production       ,Wireless,MA,Foreman,Male,33896,Asian,Divorced,,1
2047,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Technician,Male,38407,Black,Married,,1
2101,Part-Time,Zone C,Part-Time,IT/IS,Project Management - Con,MA,Coordinator,Male,78254,White,Married,39.32,1
1348,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Male,23434,Black,Single,27.16,1
224,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Lineman,Female,90347,White,Single,,1
1043,Part-Time,Zone B,Part-Time,Production       ,General - Sga,MA,Administrator,Female,62387,Asian,Married,,1
25,Part-Time,Zone A,Part-Time,Sales,General - Con,IN,Foreman,Male,12122,Black,Divorced,77.51,1
294,Full-Time,Zone B,Full-Time,Production       ,Fielders,MA,Engineer,Male,24794,Black,Widowed,,1
2324,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Male,1770,Black,Single,,0
1295,Full-Time,Zone B,Full-Time,IT/IS,Wireless,MA,Groundman,Female,26893,Hispanic,Divorced,,1
1434,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Apprentice,Male,97856,Black,Widowed,73.14,1
101,Full-Time,Zone C,Part-Time,Sales,Finance & Accounting,CO,Accounting,Male,10790,Hispanic,Widowed,,1
614,Full-Time,Zone A,Full-Time,Software Engineering,Engineers,MA,Administrative,Male,45272,White,Single,48.73,0
2302,Part-Time,Zone B,Full-Time,Sales,Engineers,WA,Engineer,Female,83077,Hispanic,Divorced,76.25,1
488,Contract,Zone B,Part-Time,IT/IS,Field Operations,MA,Foreman,Male,31391,Other,Widowed,33.83,1
1826,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,MA,Technician,Female,73024,Other,Single,42.67,1
1021,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Technician,Female,72868,Other,Single,,1
26,Contract,Zone C,Part-Time,Sales,Fielders,MA,Engineer,Male,87065,White,Widowed,42.5,1
1796,Full-Time,Zone C,Temporary,IT/IS,Executive,MA,Vp,Female,43748,Asian,Widowed,,1
793,Full-Time,Zone C,Temporary,Production       ,Executive,MA,Vp,Female,89298,Asian,Single,,0
2794,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Foreman,Male,69598,Other,Single,,1
946,Contract,Zone A,Part-Time,Admin Offices,Field Operations,MA,Laborer,Male,20630,Other,Divorced,,1
1281,Full-Time,Zone A,Temporary,IT/IS,Splicing,MA,Associate,Male,65055,Asian,Widowed,34.08,1
2449,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Warehouse Technician,Female,91201,Asian,Divorced,67.33,1
2789,Part-Time,Zone A,Temporary,Production       ,Fielders,MA,Engineer,Female,2474,Other,Divorced,,1
868,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Groundman,Female,26059,Other,Married,,1
384,Part-Time,Zone B,Temporary,IT/IS,Fielders,CT,Engineer,Male,6278,Hispanic,Widowed,66.16,1
1758,Contract,Zone A,Full-Time,Production       ,Aerial,MA,Groundman,Female,13138,Asian,Single,,0
2503,Part-Time,Zone A,Full-Time,Production       ,Wireless,MA,Supervisor,Female,13746,Black,Widowed,,1
1484,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Laborer,Female,36064,White,Divorced,33.07,0
2347,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Male,85907,Other,Divorced,31.66,1
1628,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Executive,Female,70318,White,Divorced,,1
113,Full-Time,Zone B,Part-Time,Sales,Splicing,CO,Supervisor,Male,18721,White,Widowed,41.32,1
1701,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Foreman,Female,85293,Black,Widowed,69.89,1
724,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Male,2497,Asian,Widowed,,1
604,Part-Time,Zone B,Temporary,Software Engineering,General - Con,MA,Lineman,Male,26111,White,Widowed,,1
891,Contract,Zone B,Temporary,Admin Offices,Field Operations,MA,Laborer,Female,2330,White,Divorced,,1
2570,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Operator,Female,14649,Other,Married,,1
1227,Full-Time,Zone B,Temporary,IT/IS,Engineers,MA,Administrative,Male,87224,Black,Divorced,,1
2933,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Safety,Female,4369,Asian,Married,,1
2044,Part-Time,Zone C,Part-Time,Production       ,Fielders,MA,Engineer,Male,84366,Other,Divorced,,1
1175,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Technician,Female,60262,Asian,Married,24.23,1
1300,Full-Time,Zone B,Full-Time,IT/IS,General - Con,MA,Foreman,Male,50024,Hispanic,Widowed,,1
138,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Lineman,Male,1887,Other,Divorced,56.24,1
114,Full-Time,Zone B,Full-Time,Sales,Field Operations,IN,Technician,Male,78938,Black,Married,,1
2660,Contract,Zone B,Part-Time,Production       ,Project Management - Con,MA,Coordinator,Female,51274,Black,Married,76.42,1
2787,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,1742,Asian,Widowed,,1
1802,Part-Time,Zone A,Temporary,IT/IS,Underground,MA,Laborer,Female,11746,Asian,Divorced,47.98,1
493,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Laborer,Female,62625,Other,Divorced,63.73,1
675,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Groundman,Female,2472,Black,Single,,1
156,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Construction Manager,Female,16011,White,Married,,1
1500,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Technician,Male,4497,Hispanic,Married,48.58,1
1014,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,69720,Hispanic,Married,,1
1998,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Driver,Male,61895,Asian,Divorced,,1
1079,Part-Time,Zone B,Part-Time,Production       ,Engineers,MA,Engineer,Female,25033,Hispanic,Single,,1
744,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Female,93320,Hispanic,Single,,1
1248,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Technician,Male,59192,Hispanic,Widowed,65.89,1
2362,Contract,Zone B,Temporary,Production       ,Wireless,MA,Manager,Male,31575,Asian,Divorced,82.74,1
569,Part-Time,Zone C,Full-Time,IT/IS,Catv,MA,Laborer,Female,82286,White,Widowed,,1
2512,Contract,Zone B,Full-Time,Production       ,General - Eng,MA,Administrative,Female,40426,Hispanic,Single,,1
671,Part-Time,Zone A,Temporary,Production       ,General - Eng,MA,Engineer,Male,1420,Asian,Widowed,31.25,0
275,Part-Time,Zone C,Part-Time,Production       ,Aerial,MA,Foreman,Male,22165,Asian,Single,,1
206,Contract,Zone B,Temporary,Production       ,Aerial,MA,Laborer,Female,56687,Hispanic,Single,,1
2395,Part-Time,Zone B,Part-Time,Production       ,Aerial,MA,Lineman,Female,87892,White,Divorced,,1
1846,Full-Time,Zone A,Part-Time,IT/IS,Project Management - Eng,CT,Planner,Male,75785,Other,Divorced,,1
434,Full-Time,Zone C,Part-Time,IT/IS,General - Con,MA,Flagger,Male,70757,Other,Widowed,,1
622,Part-Time,Zone B,Part-Time,Software Engineering,Field Operations,MA,Technician,Male,16259,White,Married,,0
2087,Part-Time,Zone A,Full-Time,IT/IS,Engineers,MA,Engineer,Male,28525,White,Single,67.31,1
2107,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,MA,Coordinator,Male,96561,Other,Divorced,64.65,1
2548,Full-Time,Zone A,Temporary,Production       ,Billable Consultants,MA,Engineer,Male,1721,Asian,Married,,1
